Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,MutatedRate
PTPN12,0,1,0,0,5,0,0,1,0,7,7,7,0.007692307692307693
PTPRH,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
PTPRM,1,0,0,0,5,0,0,1,0,7,7,7,0.007692307692307693
PYGM,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
PZP,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
RAD21,1,0,0,0,5,0,0,1,0,7,7,7,0.007692307692307693
RAPGEF2,1,0,0,0,4,2,0,0,0,7,7,7,0.007692307692307693
RASGRP2,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
RBM15,2,0,0,0,5,0,0,0,0,7,7,7,0.007692307692307693
RERE,0,0,0,0,5,2,0,0,0,7,7,7,0.007692307692307693
RFC1,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
RFX5,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
RGS3,1,0,0,0,4,2,0,0,0,7,7,7,0.007692307692307693
RGS9,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
RIN3,0,0,0,0,5,1,0,1,0,7,7,7,0.007692307692307693
RMND1,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
RNF20,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
RNF6,1,0,0,0,5,1,0,0,0,7,7,7,0.007692307692307693
ROR2,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
RPS6KA6,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
RTN4,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
SCML2,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
SCRIB,1,0,0,0,5,0,0,1,0,7,7,7,0.007692307692307693
SDCCAG8,0,0,1,0,6,0,0,0,0,7,7,7,0.007692307692307693
SEC24B,0,0,0,0,5,1,0,1,0,7,7,7,0.007692307692307693
SEMA3A,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SERPINC1,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
SH2B1,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SH3PXD2B,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
SIGLEC1,0,0,0,0,6,0,0,1,0,7,7,7,0.007692307692307693
SIGLEC9,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SIK3,1,0,0,0,3,1,0,2,0,7,7,7,0.007692307692307693
SIN3A,1,0,2,0,4,0,0,0,0,7,7,7,0.007692307692307693
SLC15A1,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SLC22A25,1,0,0,0,4,2,0,0,0,7,7,7,0.007692307692307693
SLC22A6,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
SLC26A3,0,0,0,0,5,2,0,0,0,7,7,7,0.007692307692307693
SLC9A2,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SLX4,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SMARCA5,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
SMC3,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SMG5,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
SMTN,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
SNX25,0,0,0,0,5,0,0,2,0,7,7,7,0.007692307692307693
SPAM1,0,0,0,0,5,2,0,0,0,7,7,7,0.007692307692307693
SPICE1,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SPRY3,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
SPTBN5,0,0,0,0,5,2,0,0,0,7,7,7,0.007692307692307693
SRSF11,0,0,0,0,5,0,0,2,0,7,7,7,0.007692307692307693
SSRP1,0,0,0,0,6,0,0,1,0,7,7,7,0.007692307692307693
STAG3,0,0,1,0,5,1,0,0,0,7,7,7,0.007692307692307693
SUPT20HL1,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SUPT20HL2,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SYNE3,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
SYT2,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TBX18,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TCF12,1,0,0,0,5,1,0,0,0,7,7,7,0.007692307692307693
TEC,0,0,0,0,5,2,0,0,0,7,7,7,0.007692307692307693
TET2,0,0,0,0,5,2,0,0,0,7,7,7,0.007692307692307693
TF,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
TGFBI,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TICRR,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TMEM132B,1,0,0,0,5,1,0,0,0,7,7,7,0.007692307692307693
TMEM74,1,1,0,0,5,0,0,0,0,7,7,7,0.007692307692307693
TNFAIP3,1,1,0,0,4,1,0,0,0,7,7,7,0.007692307692307693
TNRC18,1,0,0,0,5,1,0,0,0,7,7,7,0.007692307692307693
TOX4,1,0,0,0,4,2,0,0,0,7,7,7,0.007692307692307693
TPCN1,0,0,0,0,6,0,0,1,0,7,7,7,0.007692307692307693
TPP2,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TRA2B,1,0,0,0,5,0,0,1,0,7,7,7,0.007692307692307693
TRAF3IP3,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TRAF7,1,0,0,0,5,0,0,1,0,7,7,7,0.007692307692307693
TRAPPC10,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
TRPC3,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TRPC7,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
TSC2,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
TSC22D1,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
TSHZ1,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TTC29,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
TUBGCP6,2,0,0,0,5,0,0,0,0,7,7,7,0.007692307692307693
TWNK,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
TXNDC11,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
UBE4A,1,0,0,0,5,1,0,0,0,7,7,7,0.007692307692307693
UFL1,0,0,0,0,6,0,0,1,0,7,7,7,0.007692307692307693
UHRF1BP1,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
ULK4,0,0,0,0,6,0,0,1,0,7,7,7,0.007692307692307693
USP1,1,0,0,0,5,1,0,0,0,7,7,7,0.007692307692307693
USP12,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
USP24,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
USP29,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
VIL1,0,0,0,0,5,1,0,1,0,7,7,7,0.007692307692307693
VIT,0,0,1,0,4,1,0,1,0,7,7,7,0.007692307692307693
VLDLR,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
VNN2,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
VPS35L,0,0,1,0,5,1,0,0,0,7,7,7,0.007692307692307693
VPS39,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
WAC,2,0,0,0,5,0,0,0,0,7,7,7,0.007692307692307693
WDR93,0,1,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
WLS,0,0,0,0,6,0,0,1,0,7,7,7,0.007692307692307693
XPO5,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
XPO7,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
XYLT1,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
ZBED9,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
ZBTB5,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
ZC3H12A,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
ZFP64,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
ZFP91,0,1,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
ZNF233,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
ZNF300,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
ZNF415,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
ZNF445,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
ZNF473,1,0,0,0,6,0,0,0,0,7,7,7,0.007692307692307693
ZNF518A,2,0,0,0,4,1,0,0,0,7,7,7,0.007692307692307693
ZNF565,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
ZNF609,0,0,0,0,7,0,0,0,0,7,7,7,0.007692307692307693
ZNF658,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
ZNF675,0,0,0,0,5,2,0,0,0,7,7,7,0.007692307692307693
ZNF695,0,0,0,0,6,1,0,0,0,7,7,7,0.007692307692307693
ZPLD1,0,0,0,0,5,1,0,1,0,7,7,7,0.007692307692307693
ZSWIM4,1,0,0,0,5,0,0,1,0,7,7,7,0.007692307692307693
ZC3H13,0,0,0,0,9,3,0,0,0,12,6,6,0.006593406593406593
DSC2,0,0,0,0,9,1,0,0,0,10,6,6,0.006593406593406593
FAM83B,0,0,0,0,9,1,0,0,0,10,6,6,0.006593406593406593
PER1,0,0,0,0,10,0,0,0,0,10,6,6,0.006593406593406593
EXOC6,0,0,0,0,7,1,0,1,0,9,6,6,0.006593406593406593
INTS6L,0,0,0,0,9,0,0,0,0,9,6,6,0.006593406593406593
MYOCD,0,0,0,0,7,1,0,1,0,9,6,6,0.006593406593406593
NOL6,0,0,0,0,8,1,0,0,0,9,6,6,0.006593406593406593
OR5H1,0,0,0,0,8,1,0,0,0,9,6,6,0.006593406593406593
RASGRF2,0,0,0,0,9,0,0,0,0,9,6,6,0.006593406593406593
SRBD1,1,0,0,0,8,0,0,0,0,9,6,6,0.006593406593406593
ZMYND8,1,0,0,0,8,0,0,0,0,9,6,6,0.006593406593406593
ABCB10,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
C14orf39,0,0,0,0,5,2,0,1,0,8,6,6,0.006593406593406593
CCDC88C,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
CDH7,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
CENPC,1,0,0,0,6,1,0,0,0,8,6,6,0.006593406593406593
CEP112,0,0,0,0,8,0,0,0,0,8,6,6,0.006593406593406593
COG2,1,0,0,0,6,0,0,1,0,8,6,6,0.006593406593406593
DHX15,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
INTS4,0,1,0,0,7,0,0,0,0,8,6,6,0.006593406593406593
IQGAP2,0,0,0,0,6,2,0,0,0,8,6,6,0.006593406593406593
MKS1,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
NFKB2,1,0,1,0,4,1,0,1,0,8,6,6,0.006593406593406593
OBSL1,1,1,0,0,6,0,0,0,0,8,6,6,0.006593406593406593
OR13C8,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
PANK4,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
PCDHA13,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
RIC8A,1,0,0,0,3,3,0,1,0,8,6,6,0.006593406593406593
SBF1,0,0,0,0,6,2,0,0,0,8,6,6,0.006593406593406593
SEC31B,0,0,0,0,6,1,0,1,0,8,6,6,0.006593406593406593
SPTY2D1,1,0,0,0,5,2,0,0,0,8,6,6,0.006593406593406593
SRPRA,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
USP25,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
WDR35,0,0,0,0,5,3,0,0,0,8,6,6,0.006593406593406593
ZNF441,0,0,0,0,7,1,0,0,0,8,6,6,0.006593406593406593
ZNF564,0,1,0,0,6,1,0,0,0,8,6,6,0.006593406593406593
ZSCAN5A,0,0,0,0,8,0,0,0,0,8,6,6,0.006593406593406593
ABCB5,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ABCB6,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
ACLY,0,0,0,0,6,0,0,1,0,7,6,6,0.006593406593406593
ACO2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ADAMTS3,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
ADGRL1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
AEBP1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
AK7,0,0,0,0,6,0,0,1,0,7,6,6,0.006593406593406593
ALPK3,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ARAP2,0,0,0,0,5,1,0,1,0,7,6,6,0.006593406593406593
ARHGAP11A,0,0,0,0,4,3,0,0,0,7,6,6,0.006593406593406593
ARID5B,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ARMC3,0,1,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
ARMC5,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
ARMCX1,1,0,1,0,5,0,0,0,0,7,6,6,0.006593406593406593
ASAP2,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
ATP8B4,1,0,0,0,4,2,0,0,0,7,6,6,0.006593406593406593
AUTS2,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
BNC1,0,1,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
BOC,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
CAPN2,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
CBX8,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
CCDC173,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
CDHR2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
CFAP54,2,0,0,0,4,1,0,0,0,7,6,6,0.006593406593406593
CKAP2L,0,0,1,0,6,0,0,0,0,7,6,6,0.006593406593406593
CLOCK,3,0,0,0,3,1,0,0,0,7,6,6,0.006593406593406593
CNDP1,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
CRAMP1,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
CSTF2T,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
DDX42,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
DEPDC5,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
DHX36,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
DHX8,0,0,1,0,4,2,0,0,0,7,6,6,0.006593406593406593
DOCK1,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
DONSON,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
DPY19L4,0,0,0,0,5,1,0,1,0,7,6,6,0.006593406593406593
DSC3,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
ECE1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ENPEP,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
EPHX4,1,1,0,0,5,0,0,0,0,7,6,6,0.006593406593406593
EPM2AIP1,1,0,1,0,4,1,0,0,0,7,6,6,0.006593406593406593
EPPK1,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
ERC1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
EXOC7,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
EXT1,0,0,1,0,4,1,0,1,0,7,6,6,0.006593406593406593
FAM120A,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
FAM135A,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
FAM71A,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
FCGR1A,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
FCHSD1,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
FMNL2,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
FMO4,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
GALNT13,0,1,0,0,4,2,0,0,0,7,6,6,0.006593406593406593
GLG1,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
GOLIM4,0,0,1,0,6,0,0,0,0,7,6,6,0.006593406593406593
GRIP2,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
GTF3C4,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
HMGCLL1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
HNRNPA2B1,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
IGSF9,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
INTS2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
INTS3,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
IQGAP1,1,1,0,0,4,1,0,0,0,7,6,6,0.006593406593406593
ITGB6,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
KANK1,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
KDM5C,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
KLF15,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
LIG3,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
LRCH2,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
LRRCC1,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
LRRN1,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
LTBP2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
MAEL,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
MAGEB4,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
MAP1B,0,1,0,0,4,2,0,0,0,7,6,6,0.006593406593406593
MARS1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
MEIS2,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
MPHOSPH9,0,0,0,0,5,1,0,1,0,7,6,6,0.006593406593406593
MTR,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
MYCT1,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
N4BP1,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
NDUFS2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
NFATC3,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
NFKBIZ,0,1,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
NOBOX,1,1,0,0,5,0,0,0,0,7,6,6,0.006593406593406593
NOS2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
NPAS2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
NPFFR2,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
NRAP,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
NRG3,0,0,1,0,5,0,1,0,0,7,6,6,0.006593406593406593
NRP1,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
OBI1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
OR4D10,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
OR8H1,1,1,0,0,5,0,0,0,0,7,6,6,0.006593406593406593
PCDHGA7,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
PDE6A,0,0,0,0,5,1,0,1,0,7,6,6,0.006593406593406593
PGR,0,1,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
PIWIL3,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
PKP2,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
PLS3,0,0,0,0,6,0,0,1,0,7,6,6,0.006593406593406593
PRKD3,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
PRKG1,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
PROX2,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
PTPN4,0,0,0,0,5,1,0,1,0,7,6,6,0.006593406593406593
PTPRO,0,0,0,0,5,1,0,1,0,7,6,6,0.006593406593406593
RABEP2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
RNF17,0,0,0,0,6,0,0,1,0,7,6,6,0.006593406593406593
SEMA4A,0,0,1,0,5,1,0,0,0,7,6,6,0.006593406593406593
SLCO3A1,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
SORBS2,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
SOS2,0,0,1,0,4,2,0,0,0,7,6,6,0.006593406593406593
SPPL3,0,0,0,0,5,0,0,2,0,7,6,6,0.006593406593406593
STAT6,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
STRA6,1,0,0,0,5,0,0,1,0,7,6,6,0.006593406593406593
STXBP5,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
SYT14,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
TC2N,0,0,0,0,6,0,0,1,0,7,6,6,0.006593406593406593
TEX11,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
TIAM1,1,0,0,0,5,1,0,0,0,7,6,6,0.006593406593406593
TIMELESS,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
TPP1,1,0,1,0,5,0,0,0,0,7,6,6,0.006593406593406593
TRAF6,0,0,0,0,6,0,0,1,0,7,6,6,0.006593406593406593
TTLL5,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
UBAP2,0,0,0,1,3,3,0,0,0,7,6,6,0.006593406593406593
USP37,0,0,0,0,6,0,0,1,0,7,6,6,0.006593406593406593
WNK4,0,0,1,0,6,0,0,0,0,7,6,6,0.006593406593406593
XPO4,1,1,0,0,4,0,0,1,0,7,6,6,0.006593406593406593
XRCC4,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZBTB10,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
ZC3HAV1,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
ZNF112,0,0,0,0,6,0,1,0,0,7,6,6,0.006593406593406593
ZNF148,2,0,0,0,4,1,0,0,0,7,6,6,0.006593406593406593
ZNF160,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF180,0,0,0,0,5,2,0,0,0,7,6,6,0.006593406593406593
ZNF267,1,0,0,0,6,0,0,0,0,7,6,6,0.006593406593406593
ZNF334,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF366,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF451,0,0,0,0,5,1,0,1,0,7,6,6,0.006593406593406593
ZNF502,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF606,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF623,0,0,0,0,4,3,0,0,0,7,6,6,0.006593406593406593
ZNF718,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF721,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF761,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZNF816,0,0,1,0,6,0,0,0,0,7,6,6,0.006593406593406593
ZNF823,0,0,0,0,7,0,0,0,0,7,6,6,0.006593406593406593
ZSCAN21,0,0,0,0,6,1,0,0,0,7,6,6,0.006593406593406593
A1CF,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
AAK1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
AASDH,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ABCB7,0,0,0,0,5,0,0,0,1,6,6,6,0.006593406593406593
ABCD3,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
ABCF2,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ABR,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ABTB2,0,0,0,0,3,2,0,1,0,6,6,6,0.006593406593406593
AC008397.2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ACAN,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
ACCSL,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
ACSBG1,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
ACSL4,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ACTG2,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
ADAD1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ADAM15,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
ADAM23,1,1,0,0,3,0,0,1,0,6,6,6,0.006593406593406593
ADAM30,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ADCY1,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
ADCYAP1R1,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
AGO3,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
AKR1C1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ALDH1A1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ALDOA,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ALG10B,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
AMBN,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
AMPD3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
AMPH,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ANAPC4,1,0,0,0,3,1,0,1,0,6,6,6,0.006593406593406593
ANGPTL1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ANKRD35,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ANO6,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
APEX2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
API5,0,0,0,0,3,3,0,0,0,6,6,6,0.006593406593406593
APMAP,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
ARHGAP17,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
ARHGAP18,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ARHGAP28,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ARHGEF10L,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
ARHGEF4,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
ARHGEF5,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ARHGEF7,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ARID4A,1,1,1,0,3,0,0,0,0,6,6,6,0.006593406593406593
ARSK,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ARSL,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
ATP13A1,0,0,0,0,5,0,1,0,0,6,6,6,0.006593406593406593
ATP1B4,0,0,0,0,4,0,1,1,0,6,6,6,0.006593406593406593
ATP2B2,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
ATRNL1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
